round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
6,lever_extended_food,300.74,lever_out,lever_out,,,ID:food|,6
6,output_deactivated,301.19,lever_out,lever_out,,,ID:round_LED|,6
6,tone_stop_round_start,301.71,lever_out,lever_out,,,ID:speaker|,6
6,pellet_not_retrieved_dispenser,302.69,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,6
6,pellet_skipped_dispenser,302.69,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,6
6,tone_start_pellet_tone,302.73,lever_out_pt2,lever_out_pt2,,,ID:speaker|,6
6,tone_stop_pellet_tone,303.74,lever_out_pt2,lever_out_pt2,,,ID:speaker|,6
6,lever_retracted_food,304.8,ITI,ITI,,,ID:food|,6
7,new_round,360.82,lever_out,lever_out,,,ID:round_LED|,7
7,output_activated,360.83,lever_out,lever_out,,,ID:round_LED|,7
7,tone_start_round_start,360.85,lever_out,lever_out,,,ID:speaker|,7
7,lever_extended_food,360.87,lever_out,lever_out,,,ID:food|,7
7,output_deactivated,361.33,lever_out,lever_out,,,ID:round_LED|,7
7,tone_stop_round_start,361.85,lever_out,lever_out,,,ID:speaker|,7
7,pellet_not_retrieved_dispenser,362.82,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,7
7,pellet_skipped_dispenser,362.82,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,7
7,tone_start_pellet_tone,362.87,lever_out_pt2,lever_out_pt2,,,ID:speaker|,7
7,tone_stop_pellet_tone,363.89,lever_out_pt2,lever_out_pt2,,,ID:speaker|,7
7,lever_retracted_food,364.93,ITI,ITI,,,ID:food|,7
8,new_round,420.95,lever_out,lever_out,,,ID:round_LED|,8
8,output_activated,420.96,lever_out,lever_out,,,ID:round_LED|,8
8,tone_start_round_start,420.99,lever_out,lever_out,,,ID:speaker|,8
8,lever_extended_food,421.01,lever_out,lever_out,,,ID:food|,8
8,output_deactivated,421.46,lever_out,lever_out,,,ID:round_LED|,8
8,tone_stop_round_start,421.99,lever_out,lever_out,,,ID:speaker|,8
8,pellet_not_retrieved_dispenser,422.96,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,8
8,pellet_skipped_dispenser,422.96,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,8
8,tone_start_pellet_tone,423.0,lever_out_pt2,lever_out_pt2,,,ID:speaker|,8
8,tone_stop_pellet_tone,424.01,lever_out_pt2,lever_out_pt2,,,ID:speaker|,8
8,lever_retracted_food,425.06,ITI,ITI,,,ID:food|,8
9,new_round,481.09,lever_out,lever_out,,,ID:round_LED|,9
9,output_activated,481.1,lever_out,lever_out,,,ID:round_LED|,9
9,tone_start_round_start,481.14,lever_out,lever_out,,,ID:speaker|,9
9,lever_extended_food,481.15,lever_out,lever_out,,,ID:food|,9
9,output_deactivated,481.6,lever_out,lever_out,,,ID:round_LED|,9
9,tone_stop_round_start,482.15,lever_out,lever_out,,,ID:speaker|,9
9,pellet_not_retrieved_dispenser,483.09,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,9
9,pellet_skipped_dispenser,483.09,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,9
9,tone_start_pellet_tone,483.11,lever_out_pt2,lever_out_pt2,,,ID:speaker|,9
9,tone_stop_pellet_tone,484.11,lever_out_pt2,lever_out_pt2,,,ID:speaker|,9
9,lever_retracted_food,485.2,ITI,ITI,,,ID:food|,9
10,new_round,541.22,lever_out,lever_out,,,ID:round_LED|,10
10,output_activated,541.23,lever_out,lever_out,,,ID:round_LED|,10
10,tone_start_round_start,541.27,lever_out,lever_out,,,ID:speaker|,10
10,lever_extended_food,541.28,lever_out,lever_out,,,ID:food|,10
10,output_deactivated,541.73,lever_out,lever_out,,,ID:round_LED|,10
10,tone_stop_round_start,542.27,lever_out,lever_out,,,ID:speaker|,10
10,pellet_not_retrieved_dispenser,543.23,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,10
10,pellet_skipped_dispenser,543.23,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,10
10,tone_start_pellet_tone,543.23,lever_out_pt2,lever_out_pt2,,,ID:speaker|,10
10,tone_stop_pellet_tone,544.24,lever_out_pt2,lever_out_pt2,,,ID:speaker|,10
10,lever_retracted_food,545.33,ITI,ITI,,,ID:food|,10
11,new_round,601.36,lever_out,lever_out,,,ID:round_LED|,11
11,tone_start_round_start,601.37,lever_out,lever_out,,,ID:speaker|,11
11,output_activated,601.37,lever_out,lever_out,,,ID:round_LED|,11
11,lever_extended_food,601.42,lever_out,lever_out,,,ID:food|,11
11,output_deactivated,601.88,lever_out,lever_out,,,ID:round_LED|,11
11,tone_stop_round_start,602.38,lever_out,lever_out,,,ID:speaker|,11
11,pellet_not_retrieved_dispenser,603.36,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,11
11,pellet_skipped_dispenser,603.36,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,11
11,tone_start_pellet_tone,603.39,lever_out_pt2,lever_out_pt2,,,ID:speaker|,11
11,tone_stop_pellet_tone,604.4,lever_out_pt2,lever_out_pt2,,,ID:speaker|,11
11,lever_retracted_food,605.47,ITI,ITI,,,ID:food|,11
11,,605.51,lever_out,ITI,4.15,,n_presses:1|,11
11,presses_reached_food,605.51,lever_out,ITI,4.15,,n_presses:1|,11
11,lever_press,605.51,ITI,ITI,,,ID:event_LED|,11
11,output_activated,605.52,ITI,ITI,,,ID:event_LED|,11
11,output_deactivated,605.87,ITI,ITI,,,ID:event_LED|,11
12,new_round,661.5,lever_out,lever_out,,,ID:round_LED|,12
12,output_activated,661.51,lever_out,lever_out,,,ID:round_LED|,12
12,tone_start_round_start,661.53,lever_out,lever_out,,,ID:speaker|,12
12,lever_extended_food,661.56,lever_out,lever_out,,,ID:food|,12
12,output_deactivated,662.01,lever_out,lever_out,,,ID:round_LED|,12
12,tone_stop_round_start,662.53,lever_out,lever_out,,,ID:speaker|,12
12,pellet_not_retrieved_dispenser,663.5,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,12
12,pellet_skipped_dispenser,663.5,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,12
12,tone_start_pellet_tone,663.5,lever_out_pt2,lever_out_pt2,,,ID:speaker|,12
12,tone_stop_pellet_tone,664.52,lever_out_pt2,lever_out_pt2,,,ID:speaker|,12
12,lever_retracted_food,665.61,ITI,ITI,,,ID:food|,12
13,new_round,721.63,lever_out,lever_out,,,ID:round_LED|,13
13,output_activated,721.64,lever_out,lever_out,,,ID:round_LED|,13
13,tone_start_round_start,721.65,lever_out,lever_out,,,ID:speaker|,13
13,lever_extended_food,721.69,lever_out,lever_out,,,ID:food|,13
13,output_deactivated,722.14,lever_out,lever_out,,,ID:round_LED|,13
13,tone_stop_round_start,722.66,lever_out,lever_out,,,ID:speaker|,13
13,pellet_not_retrieved_dispenser,723.63,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,13
13,pellet_skipped_dispenser,723.63,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,13
13,tone_start_pellet_tone,723.68,lever_out_pt2,lever_out_pt2,,,ID:speaker|,13
13,tone_stop_pellet_tone,724.68,lever_out_pt2,lever_out_pt2,,,ID:speaker|,13
13,lever_retracted_food,725.74,ITI,ITI,,,ID:food|,13
14,new_round,781.77,lever_out,lever_out,,,ID:round_LED|,14
14,output_activated,781.77,lever_out,lever_out,,,ID:round_LED|,14
14,tone_start_round_start,781.81,lever_out,lever_out,,,ID:speaker|,14
14,lever_extended_food,781.82,lever_out,lever_out,,,ID:food|,14
14,output_deactivated,782.27,lever_out,lever_out,,,ID:round_LED|,14
14,tone_stop_round_start,782.82,lever_out,lever_out,,,ID:speaker|,14
14,pellet_not_retrieved_dispenser,783.77,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,14
14,pellet_skipped_dispenser,783.77,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,14
14,tone_start_pellet_tone,783.78,lever_out_pt2,lever_out_pt2,,,ID:speaker|,14
14,tone_stop_pellet_tone,784.79,lever_out_pt2,lever_out_pt2,,,ID:speaker|,14
14,lever_retracted_food,785.88,ITI,ITI,,,ID:food|,14
15,new_round,841.9,lever_out,lever_out,,,ID:round_LED|,15
15,output_activated,841.91,lever_out,lever_out,,,ID:round_LED|,15
15,tone_start_round_start,841.94,lever_out,lever_out,,,ID:speaker|,15
15,lever_extended_food,841.96,lever_out,lever_out,,,ID:food|,15
15,output_deactivated,842.41,lever_out,lever_out,,,ID:round_LED|,15
15,tone_stop_round_start,842.95,lever_out,lever_out,,,ID:speaker|,15
15,pellet_not_retrieved_dispenser,843.9,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,15
15,pellet_skipped_dispenser,843.9,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,15
15,tone_start_pellet_tone,843.91,lever_out_pt2,lever_out_pt2,,,ID:speaker|,15
15,tone_stop_pellet_tone,844.92,lever_out_pt2,lever_out_pt2,,,ID:speaker|,15
15,lever_retracted_food,846.01,ITI,ITI,,,ID:food|,15
16,new_round,902.05,lever_out,lever_out,,,ID:round_LED|,16
16,tone_start_round_start,902.06,lever_out,lever_out,,,ID:speaker|,16
16,output_activated,902.09,lever_out,lever_out,,,ID:round_LED|,16
16,lever_extended_food,902.14,lever_out,lever_out,,,ID:food|,16
16,output_deactivated,902.59,lever_out,lever_out,,,ID:round_LED|,16
16,tone_stop_round_start,903.09,lever_out,lever_out,,,ID:speaker|,16
16,pellet_not_retrieved_dispenser,904.05,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,16
16,pellet_skipped_dispenser,904.05,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,16
16,tone_start_pellet_tone,904.05,lever_out_pt2,lever_out_pt2,,,ID:speaker|,16
16,tone_stop_pellet_tone,905.06,lever_out_pt2,lever_out_pt2,,,ID:speaker|,16
16,lever_retracted_food,906.16,ITI,ITI,,,ID:food|,16
17,new_round,962.18,lever_out,lever_out,,,ID:round_LED|,17
17,output_activated,962.2,lever_out,lever_out,,,ID:round_LED|,17
17,tone_start_round_start,962.23,lever_out,lever_out,,,ID:speaker|,17
17,lever_extended_food,962.25,lever_out,lever_out,,,ID:food|,17
17,output_deactivated,962.7,lever_out,lever_out,,,ID:round_LED|,17
17,tone_stop_round_start,963.23,lever_out,lever_out,,,ID:speaker|,17
17,pellet_not_retrieved_dispenser,964.19,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,17
17,pellet_skipped_dispenser,964.19,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,17
17,tone_start_pellet_tone,964.19,lever_out_pt2,lever_out_pt2,,,ID:speaker|,17
17,tone_stop_pellet_tone,965.21,lever_out_pt2,lever_out_pt2,,,ID:speaker|,17
17,lever_retracted_food,966.3,ITI,ITI,,,ID:food|,17
18,new_round,1022.33,lever_out,lever_out,,,ID:round_LED|,18
18,output_activated,1022.34,lever_out,lever_out,,,ID:round_LED|,18
18,tone_start_round_start,1022.35,lever_out,lever_out,,,ID:speaker|,18
18,lever_extended_food,1022.39,lever_out,lever_out,,,ID:food|,18
18,output_deactivated,1022.84,lever_out,lever_out,,,ID:round_LED|,18
18,tone_stop_round_start,1023.36,lever_out,lever_out,,,ID:speaker|,18
18,pellet_not_retrieved_dispenser,1024.33,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,18
18,pellet_skipped_dispenser,1024.33,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,18
18,tone_start_pellet_tone,1024.33,lever_out_pt2,lever_out_pt2,,,ID:speaker|,18
18,tone_stop_pellet_tone,1025.34,lever_out_pt2,lever_out_pt2,,,ID:speaker|,18
18,lever_retracted_food,1026.44,ITI,ITI,,,ID:food|,18
19,new_round,1082.47,lever_out,lever_out,,,ID:round_LED|,19
19,tone_start_round_start,1082.48,lever_out,lever_out,,,ID:speaker|,19
19,output_activated,1082.48,lever_out,lever_out,,,ID:round_LED|,19
19,lever_extended_food,1082.53,lever_out,lever_out,,,ID:food|,19
19,output_deactivated,1082.98,lever_out,lever_out,,,ID:round_LED|,19
19,tone_stop_round_start,1083.5,lever_out,lever_out,,,ID:speaker|,19
19,pellet_not_retrieved_dispenser,1084.47,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,19
19,pellet_skipped_dispenser,1084.48,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,19
19,tone_start_pellet_tone,1084.52,lever_out_pt2,lever_out_pt2,,,ID:speaker|,19
19,tone_stop_pellet_tone,1085.55,lever_out_pt2,lever_out_pt2,,,ID:speaker|,19
19,lever_retracted_food,1086.58,ITI,ITI,,,ID:food|,19
20,new_round,1142.61,lever_out,lever_out,,,ID:round_LED|,20
20,output_activated,1142.62,lever_out,lever_out,,,ID:round_LED|,20
20,tone_start_round_start,1142.66,lever_out,lever_out,,,ID:speaker|,20
20,lever_extended_food,1142.67,lever_out,lever_out,,,ID:food|,20
20,output_deactivated,1143.12,lever_out,lever_out,,,ID:round_LED|,20
20,tone_stop_round_start,1143.66,lever_out,lever_out,,,ID:speaker|,20
20,pellet_not_retrieved_dispenser,1144.61,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,20
20,pellet_skipped_dispenser,1144.61,lever_out_pt2,lever_out_pt2,,,ID:dispenser|,20
20,tone_start_pellet_tone,1144.62,lever_out_pt2,lever_out_pt2,,,ID:speaker|,20
20,tone_stop_pellet_tone,1145.63,lever_out_pt2,lever_out_pt2,,,ID:speaker|,20
20,lever_retracted_food,1146.72,ITI,ITI,,,ID:food|,20
20,output_deactivated,1202.74,ITI,ITI,,,ID:miniscope_trigger|,20
