round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
3,close_finished_door_1,41.13,reward_phase,reward_phase,,,ID:door_1|,3
4,new_round,52.53,levers_out,levers_out,,,ID:round_LED|,4
4,output_activated,52.53,levers_out,levers_out,,,ID:round_LED|,4
4,tone_start_round_start,52.55,levers_out,levers_out,,,ID:speaker|,4
4,output_deactivated,53.07,levers_out,levers_out,,,ID:round_LED|,4
4,lever_extended_lever_2,53.44,levers_out,levers_out,,,ID:lever_2|,4
4,lever_extended_lever_1,53.44,levers_out,levers_out,,,ID:lever_1|,4
4,tone_stop_round_start,53.57,levers_out,levers_out,,,ID:speaker|,4
4,lever_retracted_lever_1,57.99,ITI,ITI,,,ID:lever_1|,4
4,lever_retracted_lever_2,57.99,ITI,ITI,,,ID:lever_2|,4
5,new_round,60.62,levers_out,levers_out,,,ID:round_LED|,5
5,output_activated,60.62,levers_out,levers_out,,,ID:round_LED|,5
5,tone_start_round_start,60.63,levers_out,levers_out,,,ID:speaker|,5
5,output_deactivated,61.12,levers_out,levers_out,,,ID:round_LED|,5
5,lever_extended_lever_2,61.37,levers_out,levers_out,,,ID:lever_2|,5
5,lever_extended_lever_1,61.38,levers_out,levers_out,,,ID:lever_1|,5
5,tone_stop_round_start,61.64,levers_out,levers_out,,,ID:speaker|,5
5,lever_retracted_lever_1,66.06,ITI,ITI,,,ID:lever_1|,5
5,lever_retracted_lever_2,66.06,ITI,ITI,,,ID:lever_2|,5
6,new_round,68.71,levers_out,levers_out,,,ID:round_LED|,6
6,tone_start_round_start,68.76,levers_out,levers_out,,,ID:speaker|,6
6,output_activated,68.76,levers_out,levers_out,,,ID:round_LED|,6
6,output_deactivated,69.26,levers_out,levers_out,,,ID:round_LED|,6
6,lever_extended_lever_2,69.56,levers_out,levers_out,,,ID:lever_2|,6
6,lever_extended_lever_1,69.57,levers_out,levers_out,,,ID:lever_1|,6
6,tone_stop_round_start,69.78,levers_out,levers_out,,,ID:speaker|,6
6,lever_retracted_lever_1,74.18,ITI,ITI,,,ID:lever_1|,6
6,lever_retracted_lever_2,74.18,ITI,ITI,,,ID:lever_2|,6
7,new_round,76.8,levers_out,levers_out,,,ID:round_LED|,7
7,output_activated,76.81,levers_out,levers_out,,,ID:round_LED|,7
7,tone_start_round_start,76.82,levers_out,levers_out,,,ID:speaker|,7
7,output_deactivated,77.34,levers_out,levers_out,,,ID:round_LED|,7
7,lever_extended_lever_2,77.67,levers_out,levers_out,,,ID:lever_2|,7
7,lever_extended_lever_1,77.68,levers_out,levers_out,,,ID:lever_1|,7
7,tone_stop_round_start,77.85,levers_out,levers_out,,,ID:speaker|,7
7,lever_retracted_lever_1,82.28,ITI,ITI,,,ID:lever_1|,7
7,lever_retracted_lever_2,82.28,ITI,ITI,,,ID:lever_2|,7
